"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"1400000US36005016700","Census Tract 167, Bronx County, New York","590","56","4.9","5.7","59.7","10.1","0.0","5.4","0.0","5.4","0.0","5.4","35.4","10.3","0.0","5.4","41.7","9.9","0.0","5.4","8.0","7.2","28.6","10.6","51.5","13.2","11.9","5.6","497","68","45.3","13.4","54.7","13.4","32.0","11.4","56.7","13.4","11.3","8.5","93","55","45.2","26.4","31.2","28.7","14.0","19.5","54.8","26.4","54.8","26.4","0.0","28.7","23.7","(X)","17.9","(X)","54.8","(X)","39219","10150","9632","201086","42571","13287","-","**","-","**","-","**","34650","19530","-","**","34400","18328","-","**","8313","9556","46563","23230","34200","18588","33438","14104","42831","14730","34750","16876","45147","10108","47316","18167","33600","17007","63194","63679","37578","40584","21250","49532","9226","26179","-","**","38828","43256","38828","43256","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005016900","Census Tract 169, Bronx County, New York","486","53","3.9","4.9","67.3","11.2","0.0","6.5","0.0","6.5","0.0","6.5","28.8","11.7","0.0","6.5","42.2","12.6","0.0","6.5","3.7","4.6","36.0","11.6","49.4","13.1","10.9","4.0","294","71","51.4","17.8","48.6","17.8","43.2","18.7","48.3","18.0","8.5","12.4","192","62","91.7","9.2","69.3","19.1","22.4","18.0","8.3","9.2","5.7","8.2","2.6","4.9","28.4","(X)","22.1","(X)","28.1","(X)","29844","10024","9083","9537","29453","14931","-","**","-","**","-","**","31579","30396","-","**","30987","27582","-","**","2,500-","***","32165","18374","29844","54443","16719","12773","50000","32321","28359","43055","69671","24022","69083","15401","27656","41784","-","**","9847","6113","10000","10612","9668","6157","33750","131659","4318","9930","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017100","Census Tract 171, Bronx County, New York","0","89","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","89","-","**","-","**","-","**","-","**","-","**","0","89","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","-","(X)","-","(X)","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017300","Census Tract 173, Bronx County, New York","2115","127","18.3","5.1","40.0","5.9","1.4","2.1","3.2","2.6","0.0","1.5","32.6","7.5","4.4","3.0","60.0","5.4","0.0","1.5","1.2","1.3","37.1","7.0","36.2","6.5","25.4","5.5","1280","164","49.0","9.6","51.0","9.6","41.9","9.0","46.3","9.8","11.9","5.1","835","161","53.4","13.2","44.3","13.8","9.1","9.5","46.6","13.2","44.8","13.5","1.8","3.3","28.9","(X)","34.0","(X)","21.1","(X)","19125","6268","17328","13497","24054","14537","2,500-","***","51458","113074","-","**","14231","6090","26136","19231","14929","5347","-","**","13182","5766","40177","9228","15263","12225","11037","2078","33239","9332","34294","6473","28458","13599","37153","6859","20263","16410","41204","23829","11027","2410","9661","3157","9217","669","60435","68207","11895","3024","11694","2140","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017500","Census Tract 175, Bronx County, New York","2445","116","5.9","2.9","47.5","6.4","0.0","1.3","0.0","1.3","0.0","1.3","41.3","6.9","5.3","3.8","54.2","5.8","0.6","1.0","2.5","1.9","38.6","7.2","35.6","7.2","23.3","4.2","1587","163","54.7","9.4","45.3","9.4","26.9","8.4","57.1","9.2","16.0","8.3","858","150","53.8","12.5","48.1","12.6","5.7","6.6","46.2","12.5","44.5","13.0","1.6","2.8","35.6","(X)","38.5","(X)","24.1","(X)","14992","3435","38304","37480","17260","4724","-","**","-","**","-","**","11976","2220","19527","73838","12396","2719","-","**","15455","3241","18625","4822","17276","9625","9941","1615","20668","5730","14615","4328","40234","19624","43918","16298","13798","4389","27656","7704","9652","732","9150","520","8911","397","54414","15990","10962","2629","10737","2132","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017701","Census Tract 177.01, Bronx County, New York","1117","152","9.4","6.8","38.8","11.3","0.0","2.9","0.0","2.9","0.0","2.9","49.0","12.8","2.9","4.6","58.3","12.9","4.0","4.8","5.4","6.0","52.0","9.7","38.2","10.1","4.4","4.6","751","172","59.3","11.5","40.7","11.5","30.9","13.3","54.2","14.7","14.9","9.7","366","133","50.0","22.7","50.0","22.7","0.0","8.5","50.0","22.7","27.6","22.4","22.4","22.7","30.9","(X)","27.0","(X)","38.8","(X)","22880","5168","19432","21884","21688","3731","-","**","-","**","-","**","25223","15106","-","**","25402","12555","17841","152020","42656","33712","18183","6855","23510","12234","66080","48321","19512","6382","17474","4737","24741","34248","33810","14229","19196","13155","17950","3461","24563","13514","21654","13103","21654","13103","-","**","31906","135070","23125","21151","180847","113937","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017702","Census Tract 177.02, Bronx County, New York","1570","121","4.2","4.1","50.4","11.1","0.0","2.0","0.0","2.0","0.0","2.0","44.6","10.7","0.8","1.3","53.6","11.1","0.4","1.3","7.0","5.0","40.6","10.2","39.4","9.5","13.1","4.7","1045","158","70.0","14.5","30.0","14.5","31.8","14.9","48.0","15.3","20.2","15.0","525","145","50.5","19.1","47.0","19.3","3.4","4.6","49.5","19.1","35.8","18.1","13.7","14.0","28.2","(X)","30.5","(X)","22.1","(X)","20950","2612","20000","12115","28387","26320","-","**","-","**","-","**","20133","4555","-","**","19854","5010","-","**","10417","3289","22098","6115","25219","19656","13089","3902","21373","1520","21179","1219","45917","56331","47813","39311","17857","12721","21959","1727","13472","6254","8693","1498","8434","2972","19375","116641","27661","21356","17308","29044","50417","57302","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017901","Census Tract 179.01, Bronx County, New York","1585","82","10.4","5.4","26.8","6.9","0.0","2.0","3.0","2.6","0.0","2.0","58.5","8.9","1.3","1.9","70.3","6.3","1.9","2.2","2.9","2.8","42.3","8.8","43.8","9.1","11.0","5.2","1072","158","53.3","10.1","46.7","10.1","29.8","10.9","51.0","10.9","19.2","10.4","513","149","55.0","19.9","41.1","17.8","13.8","13.6","45.0","19.9","28.5","17.1","16.6","16.6","37.9","(X)","39.1","(X)","28.7","(X)","21891","5084","48958","35501","15160","9693","-","**","87740","22327","-","**","22326","11972","53750","111613","24143","15743","37500","73976","14554","58087","24750","27459","18125","14181","25395","22137","24250","13788","19637","6413","42292","22329","54406","19594","19787","5282","14821","15271","13292","3851","9470","1765","8882","414","40483","31811","16027","54157","13616","1915","65417","11468","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005017902","Census Tract 179.02, Bronx County, New York","1164","28","12.2","5.6","50.3","9.0","0.9","1.4","0.9","1.5","0.0","2.8","34.9","8.6","0.9","1.4","54.1","8.4","0.9","1.3","1.9","3.3","48.4","12.7","36.4","12.1","13.3","9.0","712","168","61.2","12.8","38.8","12.8","55.2","15.3","43.1","15.5","1.7","2.7","452","174","64.4","21.5","64.4","21.5","0.0","6.9","35.6","21.5","35.6","21.5","0.0","6.9","22.3","(X)","34.3","(X)","2.0","(X)","22035","9266","13333","5048","19753","15817","-","**","-","**","-","**","24891","18659","2,500-","***","26667","10136","-","**","-","**","24009","11416","30313","25281","14010","1359","37157","8787","37206","5787","34861","55170","47266","15803","31033","11814","-","**","14857","2886","16279","2704","16279","2704","-","**","12337","4684","12337","4684","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018101","Census Tract 181.01, Bronx County, New York","994","86","6.0","4.8","60.1","9.6","0.0","3.2","0.0","3.2","0.0","3.2","33.9","10.2","0.0","3.2","41.4","9.5","0.0","3.2","3.9","4.6","35.6","10.9","35.7","13.4","24.7","9.2","682","111","58.5","15.6","41.5","15.6","41.5","15.6","55.7","15.6","2.8","4.6","312","103","76.3","19.5","60.6","22.6","15.7","16.1","23.7","19.5","23.7","19.5","0.0","9.9","42.5","(X)","54.1","(X)","17.0","(X)","33438","6294","13796","14138","33175","6882","-","**","-","**","-","**","39438","42959","-","**","33676","20276","-","**","98125","96360","35244","29325","29698","6914","40326","41181","33365","4698","29496","11984","51845","33450","35518","5092","22010","18435","-","**","27353","37958","46250","25463","27390","32608","97644","57364","3162","21943","3162","21943","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018102","Census Tract 181.02, Bronx County, New York","1648","87","12.7","5.2","44.8","6.7","0.0","2.0","3.4","2.6","0.0","2.0","38.3","7.7","0.8","1.5","47.9","7.3","2.9","3.3","0.0","2.0","53.1","8.6","36.1","8.8","10.8","4.7","1247","136","55.2","11.2","44.8","11.2","44.9","11.1","35.5","11.4","19.6","9.7","401","131","55.6","19.3","33.2","18.4","22.4","14.0","44.4","19.3","36.4","16.7","8.0","8.9","32.6","(X)","37.9","(X)","16.0","(X)","35462","5906","20288","19197","35625","11083","-","**","36146","37665","-","**","35922","12506","-","**","30676","11374","130720","132507","-","**","35590","10156","36610","9208","17111","17483","36967","9713","19333","11073","44063","6348","35256","13809","18886","22102","46944","8547","32042","15993","19391","35897","14779","67828","19487","20616","33269","5288","31500","17072","35395","2055","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018301","Census Tract 183.01, Bronx County, New York","1883","92","15.1","5.7","55.8","6.4","0.0","1.7","2.4","2.3","0.0","1.7","24.3","7.3","2.4","2.4","48.5","5.8","0.9","1.5","1.1","1.7","29.3","6.2","36.9","7.2","32.7","5.1","884","122","57.8","10.6","42.2","10.6","32.5","10.1","59.6","11.0","7.9","7.1","999","140","62.8","12.5","54.8","12.7","8.0","6.9","37.2","12.5","32.2","11.5","5.0","5.6","31.9","(X)","34.0","(X)","27.6","(X)","32783","6605","16689","12155","50000","14489","-","**","12946","1816","-","**","17796","14177","8594","47005","16900","3419","-","**","-","**","40219","22815","56680","13086","15247","3420","35167","24625","23583","35387","49063","28402","56523","9964","25060","11105","78942","37744","24750","14539","21964","16781","17095","6681","61250","17721","38000","39205","37667","39414","65185","102286","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018302","Census Tract 183.02, Bronx County, New York","1255","71","18.0","8.1","45.6","8.9","0.0","2.6","3.4","3.0","0.0","2.6","29.2","8.0","3.8","4.6","46.9","8.1","2.2","3.4","4.7","4.8","47.5","8.8","32.3","8.6","15.5","6.2","950","121","50.6","7.4","49.4","7.4","45.2","12.4","44.2","12.2","10.6","7.3","305","106","51.8","23.1","51.8","23.1","0.0","10.1","48.2","23.1","40.0","22.7","8.2","11.0","41.2","(X)","43.4","(X)","25.9","(X)","36008","12961","28056","22026","29718","16797","-","**","72663","36361","-","**","53571","29329","18750","38521","39598","25447","-","**","17212","49873","35323","13608","53878","14399","22383","30988","43971","25419","31213","12684","61875","7662","53194","25393","26154","43169","63355","45679","11672","10534","11318","1206","11318","1206","-","**","20820","20741","9844","23886","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018400","Census Tract 184, Bronx County, New York","1514","84","70.9","7.7","5.6","4.6","0.0","2.1","1.1","1.2","0.0","2.1","22.5","6.3","0.0","2.1","26.4","6.7","66.5","8.0","0.8","1.1","35.3","7.1","39.1","7.2","24.8","5.9","1063","132","42.9","12.3","57.1","12.3","65.7","12.2","25.8","10.7","8.6","6.9","451","113","65.0","13.9","60.1","14.6","4.9","5.5","35.0","13.9","32.2","14.3","2.9","4.6","54.1","(X)","56.9","(X)","37.7","(X)","64091","15544","51788","14827","73811","3957","-","**","82222","1983","-","**","65202","21103","-","**","66391","15187","50519","10370","9643","30763","67258","30861","74329","6945","42368","12447","61208","22780","61111","30418","61250","26616","71944","24272","50071","23850","106797","103901","42480","2775","40512","23492","40061","30581","84792","81340","44900","52182","68625","52368","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018500","Census Tract 185, Bronx County, New York","2139","114","8.0","3.0","44.7","5.0","1.0","1.1","0.7","1.2","0.0","1.5","39.9","5.8","5.7","2.8","56.2","4.9","0.7","0.8","4.5","2.5","50.9","6.1","35.6","5.5","9.0","3.3","1488","138","61.4","6.8","38.6","6.8","32.7","7.4","58.0","7.8","9.3","4.8","651","134","55.5","11.6","46.9","11.7","8.6","5.8","44.5","11.6","42.9","11.8","1.7","2.8","28.2","(X)","31.3","(X)","21.2","(X)","24049","4488","16932","10902","29087","8766","4886","6605","-","**","-","**","22857","7515","10809","25247","21575","4672","103250","92920","15658","17186","28188","6026","21549","3905","21905","13321","30058","5270","26214","6294","39728","5703","41692","5359","20531","9195","37431","19312","11182","9021","11926","14428","15781","18474","8804","4841","9652","10182","9478","7095","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005018900","Census Tract 189, Bronx County, New York","2719","135","18.9","4.8","36.0","6.3","0.0","1.2","0.2","0.5","0.0","1.2","43.9","7.2","1.0","1.6","68.4","5.5","1.0","1.2","2.2","2.1","49.1","7.5","35.4","7.0","13.3","3.1","1765","198","60.2","8.6","39.8","8.6","42.7","10.7","44.7","10.3","12.6","6.4","954","189","40.0","13.6","33.2","13.0","6.8","6.8","60.0","13.6","60.0","13.6","0.0","3.3","26.1","(X)","30.3","(X)","15.1","(X)","26965","5180","27237","21800","31276","11106","-","**","-","**","-","**","26230","4356","2,500-","***","26928","5348","102941","71553","41771","26965","27207","6958","32056","16650","22830","8053","34850","11344","30194","5544","53521","16599","52962","9325","23947","1855","42880","38861","15806","5054","24769","8986","26027","10754","18787","24403","11047","3129","11047","3129","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005019300","Census Tract 193, Bronx County, New York","1973","83","16.1","5.4","47.1","5.7","0.7","1.1","0.0","1.6","0.0","1.6","32.8","6.1","3.3","2.4","57.0","5.6","0.0","1.6","3.2","2.4","40.5","6.4","41.2","7.1","15.1","4.0","1226","124","61.8","9.3","38.2","9.3","13.1","6.4","77.5","7.7","9.5","6.5","747","127","39.9","10.8","36.5","11.6","3.3","5.2","60.1","10.8","44.7","14.4","15.4","11.2","35.3","(X)","31.2","(X)","42.0","(X)","18143","2213","8818","4176","18125","2864","-","**","-","**","-","**","22783","6337","21125","35882","17253","4113","-","**","28833","58298","17436","2753","19857","16809","14773","7676","18131","2512","17917","2574","20833","10469","42656","19073","16420","2163","45329","19148","18169","7291","14700","8363","13450","8678","-","**","21510","16905","15781","23553","24453","56349","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005019400","Census Tract 194, Bronx County, New York","713","54","43.5","13.9","20.9","13.6","0.0","4.5","3.1","4.3","0.0","4.5","29.0","15.1","3.5","4.6","50.8","9.0","31.4","11.5","0.4","0.7","42.5","11.9","44.7","13.5","12.3","7.6","431","92","61.0","16.1","39.0","16.1","37.4","17.5","55.0","19.1","7.7","8.0","282","117","41.1","25.0","35.1","22.8","6.0","10.7","58.9","25.0","53.5","25.1","5.3","8.3","56.4","(X)","61.3","(X)","48.9","(X)","48965","7616","76700","26895","14353","7029","-","**","61833","65122","-","**","48655","8600","4145","126683","47576","19438","78750","70821","-","**","44750","39451","49867","39380","50455","36654","49306","29297","19844","64127","107143","43681","110660","21601","14754","32953","44293","34889","47955","10826","43382","39071","27917","51394","-","**","48371","14895","48087","12673","250,000+","***","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005019500","Census Tract 195, Bronx County, New York","2432","138","10.9","4.9","46.0","6.2","0.0","1.3","1.2","1.3","0.0","1.3","38.0","7.2","3.9","3.3","56.7","6.1","1.7","2.1","1.5","1.7","45.0","7.4","37.8","7.1","15.7","5.0","1689","201","56.3","8.4","43.7","8.4","45.5","9.6","38.5","8.4","15.9","6.5","743","186","67.6","13.9","56.1","14.3","11.4","9.6","32.4","13.9","20.7","11.9","11.7","10.2","29.4","(X)","30.6","(X)","26.8","(X)","38624","4073","14271","8203","40019","4883","-","**","34688","20915","-","**","39828","7404","47526","53379","31378","10140","24398","16080","39602","44284","42698","6738","41603","7522","15332","4818","39552","6376","43909","8816","34688","10135","48233","5596","24531","12842","30189","11047","27951","14520","24333","20130","16146","9461","67168","26345","35982","17274","22143","47004","38036","16608","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005019700","Census Tract 197, Bronx County, New York","2203","98","14.0","5.3","27.8","6.6","1.7","1.9","5.0","2.7","0.0","1.5","49.2","7.5","2.3","2.1","73.1","5.1","1.2","1.5","3.0","2.4","54.6","6.3","31.3","6.1","11.1","3.1","1815","169","70.9","7.8","29.1","7.8","37.8","7.6","52.7","8.9","9.5","6.4","388","146","53.9","18.7","50.3","18.6","3.6","5.8","46.1","18.7","39.2","19.1","7.0","10.7","28.1","(X)","27.4","(X)","23.5","(X)","29678","6300","23882","21876","40156","11414","14702","23937","56089","40615","-","**","25393","8699","25417","6723","26273","4348","11875","56787","40417","14464","25404","7878","38963","12355","16545","10153","31004","8057","26250","4890","38871","7240","33293","7866","26533","6039","38167","13523","15955","6226","15861","5509","15472","7204","-","**","16375","20167","11071","17185","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005019900","Census Tract 199, Bronx County, New York","2758","98","11.9","5.0","38.2","6.1","0.8","0.9","0.5","0.8","0.0","1.2","48.0","5.6","0.6","1.0","59.7","6.2","0.8","1.1","2.1","1.8","41.7","5.9","42.9","5.6","13.2","4.9","1804","187","63.8","8.4","36.2","8.4","32.5","8.6","55.2","9.7","12.4","6.0","954","185","62.1","13.0","56.2","14.0","5.9","7.2","37.9","13.0","24.2","11.2","13.7","9.2","24.6","(X)","22.8","(X)","21.2","(X)","25980","7602","12073","2269","42667","18251","92188","42432","-","**","-","**","20795","8246","-","**","19073","3356","50903","16437","53063","36206","30768","7519","26352","15498","15156","4083","26929","8171","24198","9900","29911","14241","31397","29333","20673","5461","36694","16710","18648","10323","18811","12183","18056","18052","19128","23817","17386","22946","16889","11534","39583","75422","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020000","Census Tract 200, Bronx County, New York","1476","112","30.1","7.7","5.0","4.2","0.0","2.2","19.1","5.1","0.0","2.2","37.7","8.1","8.0","4.0","50.2","8.2","21.2","6.1","0.9","1.3","38.8","8.8","47.6","8.9","12.7","3.9","997","132","63.1","10.6","36.9","10.6","51.5","9.9","36.0","9.5","12.5","6.9","479","133","45.3","12.7","38.4","13.4","6.9","7.4","54.7","12.7","38.8","12.7","15.9","11.7","49.3","(X)","54.6","(X)","38.4","(X)","31599","5065","27014","18375","87500","132766","-","**","33587","11131","-","**","28750","7338","52222","31127","30893","9821","26597","16487","31042","1961","48000","24625","25000","7480","31719","22430","34813","8900","32464","9477","37159","22367","45673","14549","25990","10255","25694","59975","24514","11448","12482","7535","11901","1595","125913","38082","32411","13367","33281","13031","26667","114954","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020100","Census Tract 201, Bronx County, New York","1250","76","15.8","7.3","37.0","7.6","1.9","3.1","0.0","2.6","0.0","2.6","43.9","9.2","1.4","1.9","68.3","8.2","0.0","2.6","2.1","2.4","45.3","9.3","41.0","9.5","11.6","4.5","966","110","60.6","9.4","39.4","9.4","23.1","9.9","60.4","13.2","16.6","9.3","284","106","35.2","19.5","35.2","19.5","0.0","10.8","64.8","19.5","50.7","19.4","14.1","16.9","20.2","(X)","23.8","(X)","7.7","(X)","33396","2410","33083","19888","33061","9741","-","**","-","**","-","**","33192","5486","35250","29915","32368","6766","-","**","40333","10996","34571","3546","33686","5883","17014","16906","33257","2963","33314","3831","32336","9261","67639","36166","29766","7477","35833","15241","16290","21883","11333","48358","11333","48358","-","**","16855","22527","15242","3235","45776","15849","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020200","Census Tract 202, Bronx County, New York","700","61","25.6","9.8","12.6","6.9","3.4","4.1","18.3","8.7","0.0","4.5","36.3","9.8","3.9","3.9","47.0","9.5","20.4","8.9","4.7","4.0","46.7","8.9","35.0","9.7","13.6","5.4","500","92","74.8","10.0","25.2","10.0","62.4","12.0","27.0","11.6","10.6","10.4","200","75","64.0","19.4","55.5","19.5","8.5","13.0","36.0","19.4","26.5","18.9","9.5","14.2","53.9","(X)","58.2","(X)","41.5","(X)","43984","7388","21326","9139","54569","6760","135357","226971","54259","34778","-","**","43672","8618","118125","179305","43398","7210","21250","9112","26641","22907","53594","5873","40250","25286","16382","9403","43438","10677","42813","10334","49318","74147","54107","3338","26953","14416","23438","44223","22045","12928","21061","5261","20417","5702","-","**","40556","30007","30795","25981","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020400","Census Tract 204, Bronx County, New York","946","97","22.1","8.3","11.1","6.4","0.0","3.4","13.5","6.6","0.0","3.4","46.9","10.1","6.3","4.7","61.6","8.3","14.8","6.7","5.5","4.6","40.8","8.9","35.4","10.6","18.3","6.4","639","108","59.3","13.1","40.7","13.1","46.6","12.7","31.9","12.8","21.4","10.6","307","113","56.4","16.2","45.9","17.2","10.4","12.9","43.6","16.2","36.8","14.9","6.8","10.4","63.4","(X)","60.9","(X)","61.9","(X)","42935","17283","27125","55345","43750","6115","-","**","88333","35634","-","**","36667","19789","80909","104982","39345","28888","23000","6539","20357","12948","70250","28828","30529","23866","29115","11200","59760","20989","32301","56809","60592","18267","87813","21678","36979","43905","30433","13758","24698","12123","14554","23279","6250","21707","90761","73030","43370","6283","44511","7009","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020501","Census Tract 205.01, Bronx County, New York","2514","123","5.2","2.7","48.1","7.2","0.0","1.3","0.0","1.3","0.0","1.3","41.5","7.0","5.2","3.2","55.4","6.4","0.7","1.1","3.4","3.2","35.9","7.2","46.6","7.8","14.2","3.7","1702","210","65.5","7.6","34.5","7.6","27.8","8.4","60.8","9.0","11.3","5.5","812","195","65.5","12.0","65.4","12.0","0.1","1.0","34.5","12.0","28.8","11.7","5.7","4.9","29.1","(X)","30.1","(X)","21.2","(X)","23939","2863","48145","17456","23988","3143","-","**","-","**","-","**","22296","4866","48125","54630","24604","3769","-","**","24375","47233","36266","12017","22208","5896","12083","5043","26843","4245","25648","7386","27475","9455","45694","16381","22636","4411","29375","6391","13580","5304","12198","3763","12184","3750","-","**","22656","13554","15673","12064","43333","35070","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020502","Census Tract 205.02, Bronx County, New York","639","80","20.3","11.4","27.4","10.8","0.0","5.0","0.0","5.0","0.0","5.0","49.5","14.0","2.8","3.0","63.5","13.3","6.3","7.1","2.7","4.1","24.1","9.2","38.8","14.7","34.4","11.3","390","109","41.8","17.4","58.2","17.4","25.1","14.9","61.0","17.9","13.8","15.7","249","104","45.4","23.1","45.4","23.1","0.0","12.2","54.6","23.1","54.6","23.1","0.0","12.2","35.2","(X)","34.6","(X)","20.1","(X)","23958","31055","41250","8966","16971","9647","-","**","-","**","-","**","21371","49448","-","**","42031","38058","38333","28912","-","**","41719","31122","38333","37820","11488","28625","42143","22984","22056","11387","49875","19026","57411","58298","20833","16422","47250","17914","9932","2045","9409","1196","9409","1196","-","**","11250","77365","11250","77365","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020601","Census Tract 206.01, Bronx County, New York","945","89","18.0","8.8","29.3","11.6","1.5","2.5","6.6","4.4","0.0","3.4","43.9","12.9","0.7","1.3","59.4","10.7","6.8","5.5","0.0","3.4","39.3","11.5","42.9","12.5","17.9","9.0","676","99","63.8","10.4","36.2","10.4","38.2","11.2","49.1","11.8","12.7","8.5","269","91","71.0","23.9","71.0","23.9","0.0","11.4","29.0","23.9","29.0","23.9","0.0","11.4","36.8","(X)","34.9","(X)","28.6","(X)","44173","14523","35476","26369","59219","44887","-","**","54000","63018","-","**","44051","26862","-","**","44519","16679","14800","29868","-","**","58490","28509","50869","16790","12125","2550","56250","15029","51174","23643","75069","36066","83519","30219","39786","35130","43816","56786","9957","3738","10078","4138","10078","4138","-","**","9878","64675","9878","64675","-","**","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US36005020900","Census Tract 209, Bronx County, New York","1612","98","17.1","7.1","38.2","8.2","0.0","2.0","0.6","1.1","0.0","2.0","41.3","10.3","2.9","2.7","63.5","7.6","0.0","2.0","5.1","4.2","40.6","9.8","46.0","10.3","8.2","4.6","1056","155","53.7","11.6","46.3","11.6","29.4","11.2","61.6","12.1","9.0","7.8","556","168","41.9","15.9","31.3","13.6","10.6","12.8","58.1","15.9","49.1","15.4","9.0","10.3","30.8","(X)","34.2","(X)","24.3","(X)","22232","10594","10573","4270","27784","27441","-","**","-","**","-","**","27917","8240","21071","11924","20982","11684","-","**","53229","58997","40861","22233","15743","7163","12059","11169","24833","14698","27702","28331","24417","17575","47647","14944","13267","7153","19539","69606","12373","12807","12137","9558","9879","2572","26715","39858","15469","38230","10402","10256","54236","12341","(X)","(X)","(X)","(X)","(X)","(X)"
