city,tract,county,BoroCTLbl,Total,Mobile_Dependent,Wired_Broadband,No_Internet
 New York,347,Brooklyn,Brooklyn 347,1605,168,965,418
 New York,90,Brooklyn,Brooklyn 90,863,147,550,113
 New York,82,Brooklyn,Brooklyn 82,1397,134,829,333
 New York,85,Brooklyn,Brooklyn 85,3103,327,1567,1129
 New York,86,Brooklyn,Brooklyn 86,0,0,0,0
 New York,116,Brooklyn,Brooklyn 116,1088,69,798,146
 New York,117,Brooklyn,Brooklyn 117,1133,71,885,106
 New York,122,Brooklyn,Brooklyn 122,1535,68,1018,388
 New York,129.01,Brooklyn,Brooklyn 129.01,1081,28,1022,31
 New York,139,Brooklyn,Brooklyn 139,1409,49,1254,96
 New York,145,Brooklyn,Brooklyn 145,1699,123,1430,77
 New York,148,Brooklyn,Brooklyn 148,474,52,316,99
 New York,162,Brooklyn,Brooklyn 162,1101,74,792,180
 New York,292,Brooklyn,Brooklyn 292,952,85,678,126
 New York,296,Brooklyn,Brooklyn 296,2032,158,1395,373
 New York,304,Brooklyn,Brooklyn 304,1627,175,1084,325
 New York,306,Brooklyn,Brooklyn 306,630,19,413,168
 New York,319,Brooklyn,Brooklyn 319,1340,59,940,300
 New York,349,Brooklyn,Brooklyn 349,2265,157,1532,508
 New York,326,Brooklyn,Brooklyn 326,2295,223,1275,672
 New York,337,Brooklyn,Brooklyn 337,1369,38,953,307
 New York,342,Brooklyn,Brooklyn 342,2906,229,1319,1191
 New York,419,Brooklyn,Brooklyn 419,1273,144,680,335
 New York,429,Brooklyn,Brooklyn 429,1777,379,1012,215
 New York,433,Brooklyn,Brooklyn 433,1388,197,553,507
 New York,493,Brooklyn,Brooklyn 493,3252,292,2193,646
 New York,494,Brooklyn,Brooklyn 494,2052,76,1455,436
 New York,498,Brooklyn,Brooklyn 498,1532,117,1214,143
 New York,507,Brooklyn,Brooklyn 507,580,10,296,265
 New York,509,Brooklyn,Brooklyn 509,768,92,130,535
 New York,512,Brooklyn,Brooklyn 512,2364,128,1677,501
 New York,513,Brooklyn,Brooklyn 513,2232,121,1733,336
 New York,523,Brooklyn,Brooklyn 523,2283,32,1502,594
 New York,531,Brooklyn,Brooklyn 531,1726,52,465,1196
 New York,534,Brooklyn,Brooklyn 534,1281,69,785,331
 New York,539,Brooklyn,Brooklyn 539,826,10,281,500
 New York,545,Brooklyn,Brooklyn 545,2396,72,968,1233
 New York,566,Brooklyn,Brooklyn 566,996,39,774,163
 New York,576,Brooklyn,Brooklyn 576,1010,35,790,140
 New York,580,Brooklyn,Brooklyn 580,1315,83,998,181
 New York,594.02,Brooklyn,Brooklyn 594.02,2071,126,1611,279
 New York,596,Brooklyn,Brooklyn 596,1153,26,751,216
 New York,622,Brooklyn,Brooklyn 622,1184,43,923,137
 New York,638,Brooklyn,Brooklyn 638,681,48,546,73
 New York,350,Brooklyn,Brooklyn 350,1514,97,969,386
 New York,666,Brooklyn,Brooklyn 666,0,0,0,0
 New York,377,Brooklyn,Brooklyn 377,1712,87,1149,440
 New York,396,Brooklyn,Brooklyn 396,729,19,606,76
 New York,408,Brooklyn,Brooklyn 408,1049,30,784,159
 New York,192,Brooklyn,Brooklyn 192,796,39,549,153
 New York,194,Brooklyn,Brooklyn 194,1159,96,690,296
 New York,204,Brooklyn,Brooklyn 204,698,55,542,49
 New York,207,Brooklyn,Brooklyn 207,2125,76,1797,169
 New York,228,Brooklyn,Brooklyn 228,845,60,330,427
 New York,1134,Brooklyn,Brooklyn 1134,903,52,596,196
 New York,1156,Brooklyn,Brooklyn 1156,1596,102,977,426
 New York,1178,Brooklyn,Brooklyn 1178,481,63,299,115
 New York,878,Brooklyn,Brooklyn 878,977,28,596,294
 New York,882,Brooklyn,Brooklyn 882,2537,284,1759,399
 New York,890,Brooklyn,Brooklyn 890,2290,236,1345,587
 New York,894,Brooklyn,Brooklyn 894,1025,83,611,268
 New York,930,Brooklyn,Brooklyn 930,988,45,719,205
 New York,962,Brooklyn,Brooklyn 962,515,33,374,97
 New York,984,Brooklyn,Brooklyn 984,693,45,536,71
 New York,414.01,Brooklyn,Brooklyn 414.01,481,10,411,48
 New York,415,Brooklyn,Brooklyn 415,1261,255,709,243
 New York,418,Brooklyn,Brooklyn 418,815,98,488,208
 New York,431,Brooklyn,Brooklyn 431,1699,194,1029,330
 New York,438,Brooklyn,Brooklyn 438,961,64,640,204
 New York,474,Brooklyn,Brooklyn 474,682,46,298,317
 New York,477,Brooklyn,Brooklyn 477,1714,152,1377,142
 New York,482,Brooklyn,Brooklyn 482,1780,136,1234,283
 New York,489,Brooklyn,Brooklyn 489,1545,155,484,819
 New York,490,Brooklyn,Brooklyn 490,2111,118,1691,268
 New York,497,Brooklyn,Brooklyn 497,1467,42,1138,186
 New York,501,Brooklyn,Brooklyn 501,1444,81,1130,189
 New York,514,Brooklyn,Brooklyn 514,2784,219,1945,526
 New York,788,Brooklyn,Brooklyn 788,1198,92,713,326
 New York,352,Brooklyn,Brooklyn 352,497,9,161,317
 New York,365.01,Brooklyn,Brooklyn 365.01,1254,48,902,243
 New York,392,Brooklyn,Brooklyn 392,1084,146,830,98
 New York,367,Brooklyn,Brooklyn 367,500,7,335,151
 New York,370,Brooklyn,Brooklyn 370,1500,73,1184,222
 New York,387,Brooklyn,Brooklyn 387,1470,321,770,316
 New York,96,Brooklyn,Brooklyn 96,1855,83,1206,375
 New York,102,Brooklyn,Brooklyn 102,1296,9,888,361
 New York,110,Brooklyn,Brooklyn 110,606,55,421,89
 New York,134,Brooklyn,Brooklyn 134,1496,116,1114,172
 New York,136,Brooklyn,Brooklyn 136,1360,104,1085,121
 New York,149,Brooklyn,Brooklyn 149,2224,91,1901,126
 New York,150,Brooklyn,Brooklyn 150,623,37,465,118
 New York,153,Brooklyn,Brooklyn 153,1119,36,1002,38
 New York,163,Brooklyn,Brooklyn 163,1414,33,1219,88
 New York,184,Brooklyn,Brooklyn 184,860,56,703,86
 New York,187,Brooklyn,Brooklyn 187,662,24,457,139
 New York,190,Brooklyn,Brooklyn 190,1506,47,1205,195
 New York,195,Brooklyn,Brooklyn 195,1841,111,1510,173
 New York,199,Brooklyn,Brooklyn 199,1602,30,1262,202
 New York,9,Brooklyn,Brooklyn 9,2048,134,1879,17
 New York,22,Brooklyn,Brooklyn 22,1595,70,916,453
 New York,37,Brooklyn,Brooklyn 37,843,64,773,0
 New York,46,Brooklyn,Brooklyn 46,491,7,377,72
 New York,47,Brooklyn,Brooklyn 47,776,0,687,72
 New York,66,Brooklyn,Brooklyn 66,1546,180,1171,155
 New York,74,Brooklyn,Brooklyn 74,1443,41,1000,278
 New York,78,Brooklyn,Brooklyn 78,1488,16,914,357
 New York,112,Brooklyn,Brooklyn 112,1893,156,876,604
 New York,120,Brooklyn,Brooklyn 120,321,35,236,31
 New York,21,Brooklyn,Brooklyn 21,2112,64,2011,11
 New York,30,Brooklyn,Brooklyn 30,630,9,511,61
 New York,33,Brooklyn,Brooklyn 33,1908,93,1546,259
 New York,870,Brooklyn,Brooklyn 870,1165,44,768,315
 New York,804,Brooklyn,Brooklyn 804,1306,170,798,294
 New York,826,Brooklyn,Brooklyn 826,1956,138,1189,603
 New York,856,Brooklyn,Brooklyn 856,1454,83,1017,315
 New York,886,Brooklyn,Brooklyn 886,1920,255,1191,414
 New York,888,Brooklyn,Brooklyn 888,1467,115,1053,288
 New York,912,Brooklyn,Brooklyn 912,2478,385,1301,700
 New York,950,Brooklyn,Brooklyn 950,985,55,754,172
 New York,560,Brooklyn,Brooklyn 560,1392,79,1043,206
 New York,551,Brooklyn,Brooklyn 551,2278,89,1744,215
 New York,554,Brooklyn,Brooklyn 554,1617,84,1161,229
 New York,562,Brooklyn,Brooklyn 562,546,19,445,70
 New York,574,Brooklyn,Brooklyn 574,982,40,806,91
 New York,578,Brooklyn,Brooklyn 578,1093,46,776,222
 New York,590,Brooklyn,Brooklyn 590,626,56,497,41
 New York,616,Brooklyn,Brooklyn 616,473,9,387,57
 New York,656,Brooklyn,Brooklyn 656,629,63,448,83
 New York,672,Brooklyn,Brooklyn 672,466,21,367,72
 New York,702.01,Brooklyn,Brooklyn 702.01,2291,145,1745,346
 New York,730,Brooklyn,Brooklyn 730,741,56,556,121
 New York,299,Brooklyn,Brooklyn 299,951,42,656,228
 New York,221,Brooklyn,Brooklyn 221,1627,133,1064,336
 New York,224,Brooklyn,Brooklyn 224,1276,95,566,460
 New York,231,Brooklyn,Brooklyn 231,1600,10,1229,281
 New York,236,Brooklyn,Brooklyn 236,1532,35,395,963
 New York,247,Brooklyn,Brooklyn 247,1043,146,672,136
 New York,249,Brooklyn,Brooklyn 249,1827,134,1304,299
 New York,256,Brooklyn,Brooklyn 256,913,82,588,191
 New York,278,Brooklyn,Brooklyn 278,1196,86,777,294
 New York,285.01,Brooklyn,Brooklyn 285.01,128,0,83,35
 New York,289,Brooklyn,Brooklyn 289,1351,256,633,393
 New York,291,Brooklyn,Brooklyn 291,1109,210,683,192
 New York,449,Brooklyn,Brooklyn 449,1170,259,631,219
 New York,460,Brooklyn,Brooklyn 460,1183,93,854,195
 New York,485,Brooklyn,Brooklyn 485,961,66,794,73
 New York,508.01,Brooklyn,Brooklyn 508.01,1379,78,807,402
 New York,508.03,Brooklyn,Brooklyn 508.03,948,93,665,170
 New York,508.04,Brooklyn,Brooklyn 508.04,2508,238,1744,393
 New York,510.01,Brooklyn,Brooklyn 510.01,1445,221,877,268
 New York,510.02,Brooklyn,Brooklyn 510.02,1813,73,1171,456
 New York,516.01,Brooklyn,Brooklyn 516.01,1946,149,1367,362
 New York,516.02,Brooklyn,Brooklyn 516.02,1376,120,887,315
 New York,561,Brooklyn,Brooklyn 561,1609,72,1207,219
 New York,610.03,Brooklyn,Brooklyn 610.03,519,30,370,109
 New York,610.04,Brooklyn,Brooklyn 610.04,2990,83,1830,868
 New York,620,Brooklyn,Brooklyn 620,689,27,578,49
 New York,696.01,Brooklyn,Brooklyn 696.01,1449,102,994,205
 New York,696.02,Brooklyn,Brooklyn 696.02,2145,12,1810,265
 New York,768,Brooklyn,Brooklyn 768,1177,152,589,354
 New York,796.01,Brooklyn,Brooklyn 796.01,1911,102,1452,283
 New York,796.02,Brooklyn,Brooklyn 796.02,1773,159,1067,499
 New York,798.01,Brooklyn,Brooklyn 798.01,1268,64,1029,106
 New York,798.02,Brooklyn,Brooklyn 798.02,2429,88,1884,413
 New York,808,Brooklyn,Brooklyn 808,394,28,98,243
 New York,924,Brooklyn,Brooklyn 924,1002,102,605,241
 New York,932,Brooklyn,Brooklyn 932,444,18,316,110
 New York,946,Brooklyn,Brooklyn 946,733,14,597,112
 New York,1116,Brooklyn,Brooklyn 1116,1025,73,818,23
 New York,1058.01,Brooklyn,Brooklyn 1058.01,3424,163,2015,1117
 New York,1058.04,Brooklyn,Brooklyn 1058.04,3205,184,1865,979
 New York,1104,Brooklyn,Brooklyn 1104,1680,203,1114,205
 New York,1144,Brooklyn,Brooklyn 1144,732,83,438,160
 New York,1198,Brooklyn,Brooklyn 1198,1012,89,667,178
 New York,1237,Brooklyn,Brooklyn 1237,1195,126,459,591
 New York,1502,Brooklyn,Brooklyn 1502,1007,44,877,72
 New York,1522,Brooklyn,Brooklyn 1522,1086,35,948,61
 New York,9901,Brooklyn,Brooklyn 9901,0,0,0,0
 New York,37,Manhattan,Manhattan 37,1353,81,1218,28
 New York,86.01,Manhattan,Manhattan 86.01,1332,26,1200,52
 New York,44,Manhattan,Manhattan 44,8145,332,6688,698
 New York,86.03,Manhattan,Manhattan 86.03,2457,101,2139,168
 New York,86.02,Manhattan,Manhattan 86.02,0,0,0,0
 New York,165,Manhattan,Manhattan 165,3195,285,2668,195
 New York,279,Manhattan,Manhattan 279,3954,385,2806,570
 New York,112.03,Manhattan,Manhattan 112.03,648,40,568,18
 New York,184,Manhattan,Manhattan 184,3117,398,1706,948
 New York,36.01,Manhattan,Manhattan 36.01,1485,92,925,321
 New York,45,Manhattan,Manhattan 45,431,21,346,51
 New York,55.02,Manhattan,Manhattan 55.02,1007,89,837,43
 New York,56,Manhattan,Manhattan 56,2029,33,1462,401
 New York,62,Manhattan,Manhattan 62,1454,114,1166,90
 New York,77,Manhattan,Manhattan 77,3635,251,3074,159
 New York,80,Manhattan,Manhattan 80,3030,229,2398,301
 New York,90,Manhattan,Manhattan 90,4632,236,4003,170
 New York,236,Manhattan,Manhattan 236,3124,224,2185,565
 New York,169,Manhattan,Manhattan 169,4084,170,3688,173
 New York,171,Manhattan,Manhattan 171,4293,129,3806,283
 New York,179,Manhattan,Manhattan 179,4446,200,3685,294
 New York,182,Manhattan,Manhattan 182,3028,350,1852,618
 New York,183,Manhattan,Manhattan 183,3921,151,3195,322
 New York,92,Manhattan,Manhattan 92,1087,42,973,33
 New York,104,Manhattan,Manhattan 104,571,30,446,63
 New York,119,Manhattan,Manhattan 119,990,104,273,543
 New York,132,Manhattan,Manhattan 132,5483,196,5062,147
 New York,134,Manhattan,Manhattan 134,6933,351,5801,550
 New York,136,Manhattan,Manhattan 136,8235,514,7135,489
 New York,144.02,Manhattan,Manhattan 144.02,3787,174,3436,105
 New York,148.01,Manhattan,Manhattan 148.01,1516,59,1367,30
 New York,157,Manhattan,Manhattan 157,5358,235,4714,194
 New York,158.01,Manhattan,Manhattan 158.01,2478,173,2136,52
 New York,161,Manhattan,Manhattan 161,3443,290,2850,139
 New York,164,Manhattan,Manhattan 164,3047,340,1861,725
 New York,196,Manhattan,Manhattan 196,1629,121,642,828
 New York,180,Manhattan,Manhattan 180,3104,303,2028,652
 New York,185,Manhattan,Manhattan 185,2533,144,2141,105
 New York,190,Manhattan,Manhattan 190,1555,62,1126,261
 New York,224,Manhattan,Manhattan 224,2872,257,1503,886
 New York,193,Manhattan,Manhattan 193,3969,147,2604,990
 New York,194,Manhattan,Manhattan 194,2602,176,1255,971
 New York,212,Manhattan,Manhattan 212,2548,115,1903,343
 New York,232,Manhattan,Manhattan 232,3298,370,2196,510
 New York,239,Manhattan,Manhattan 239,1215,116,693,342
 New York,241,Manhattan,Manhattan 241,3365,243,2145,735
 New York,293,Manhattan,Manhattan 293,3076,771,1495,675
 New York,297,Manhattan,Manhattan 297,0,0,0,0
 New York,197.02,Manhattan,Manhattan 197.02,1119,86,690,230
 New York,198,Manhattan,Manhattan 198,1282,126,907,234
 New York,109,Manhattan,Manhattan 109,93,6,87,0
 New York,75,Manhattan,Manhattan 75,2231,273,1759,149
 New York,83,Manhattan,Manhattan 83,2065,165,1579,305
 New York,97,Manhattan,Manhattan 97,2859,133,1888,608
 New York,106.01,Manhattan,Manhattan 106.01,4399,135,3620,489
 New York,126,Manhattan,Manhattan 126,7357,478,5971,305
 New York,113,Manhattan,Manhattan 113,57,0,57,0
 New York,121,Manhattan,Manhattan 121,4790,259,3505,758
 New York,122,Manhattan,Manhattan 122,1445,138,1192,99
 New York,129,Manhattan,Manhattan 129,4125,275,3615,160
 New York,137,Manhattan,Manhattan 137,3484,205,2971,208
 New York,138,Manhattan,Manhattan 138,6840,275,6065,311
 New York,152,Manhattan,Manhattan 152,3800,222,2513,948
 New York,101,Manhattan,Manhattan 101,830,33,724,27
 New York,127,Manhattan,Manhattan 127,3946,90,3286,469
 New York,131,Manhattan,Manhattan 131,1765,53,1429,190
 New York,133,Manhattan,Manhattan 133,3211,149,2485,448
 New York,142,Manhattan,Manhattan 142,2224,25,1904,185
 New York,149,Manhattan,Manhattan 149,2878,147,2595,96
 New York,150.01,Manhattan,Manhattan 150.01,1071,65,924,54
 New York,150.02,Manhattan,Manhattan 150.02,2333,122,2173,24
 New York,154,Manhattan,Manhattan 154,7198,417,5443,1086
 New York,163,Manhattan,Manhattan 163,3522,6,3052,321
 New York,192,Manhattan,Manhattan 192,1378,84,819,409
 New York,195,Manhattan,Manhattan 195,3229,110,2817,209
 New York,199,Manhattan,Manhattan 199,3073,92,2409,224
 New York,205,Manhattan,Manhattan 205,1125,19,872,59
 New York,230,Manhattan,Manhattan 230,3716,319,2360,913
 New York,235.01,Manhattan,Manhattan 235.01,2505,250,1774,362
 New York,66,Manhattan,Manhattan 66,6410,389,4658,1160
 New York,68,Manhattan,Manhattan 68,3486,91,3079,251
 New York,82,Manhattan,Manhattan 82,2063,95,1893,41
 New York,84,Manhattan,Manhattan 84,989,45,888,28
 New York,89,Manhattan,Manhattan 89,2829,94,2588,102
 New York,99,Manhattan,Manhattan 99,3502,124,3250,67
 New York,6,Manhattan,Manhattan 6,4031,187,1520,2014
 New York,8,Manhattan,Manhattan 8,3632,198,1825,1565
 New York,24,Manhattan,Manhattan 24,1837,187,716,617
 New York,25,Manhattan,Manhattan 25,2126,164,915,966
 New York,29,Manhattan,Manhattan 29,2208,70,931,1147
 New York,54,Manhattan,Manhattan 54,2548,270,2092,115
 New York,71,Manhattan,Manhattan 71,3204,192,2815,159
 New York,79,Manhattan,Manhattan 79,2468,236,2000,170
 New York,94,Manhattan,Manhattan 94,38,0,34,4
 New York,108,Manhattan,Manhattan 108,4991,85,4494,233
 New York,110,Manhattan,Manhattan 110,3939,81,3374,447
 New York,112.01,Manhattan,Manhattan 112.01,480,9,415,29
 New York,116,Manhattan,Manhattan 116,1717,100,1405,169
 New York,124,Manhattan,Manhattan 124,5203,280,4606,263
 New York,115,Manhattan,Manhattan 115,1838,79,1607,99
 New York,117,Manhattan,Manhattan 117,2459,166,2092,62
 New York,130,Manhattan,Manhattan 130,1856,83,1512,214
 New York,135,Manhattan,Manhattan 135,4473,335,3477,469
 New York,144.01,Manhattan,Manhattan 144.01,2553,52,2117,165
 New York,146.02,Manhattan,Manhattan 146.02,4482,128,4069,183
 New York,148.02,Manhattan,Manhattan 148.02,3382,240,2861,157
 New York,158.02,Manhattan,Manhattan 158.02,1757,46,1614,71
 New York,102,Manhattan,Manhattan 102,49,0,36,7
 New York,160.02,Manhattan,Manhattan 160.02,1270,69,1047,129
 New York,96,Manhattan,Manhattan 96,98,21,69,8
 New York,100,Manhattan,Manhattan 100,1154,80,1031,43
 New York,106.02,Manhattan,Manhattan 106.02,2167,47,1761,65
 New York,114.01,Manhattan,Manhattan 114.01,621,70,487,53
 New York,128,Manhattan,Manhattan 128,2681,39,2509,98
 New York,153,Manhattan,Manhattan 153,5336,121,4546,402
 New York,170,Manhattan,Manhattan 170,3588,406,1967,1172
 New York,9,Manhattan,Manhattan 9,835,34,758,19
 New York,10.01,Manhattan,Manhattan 10.01,809,79,436,110
 New York,7,Manhattan,Manhattan 7,4482,244,4140,35
 New York,103,Manhattan,Manhattan 103,1208,51,1104,31
 New York,118,Manhattan,Manhattan 118,4712,220,4122,285
 New York,159,Manhattan,Manhattan 159,5215,159,4826,230
 New York,245,Manhattan,Manhattan 245,4872,390,3214,1075
 New York,20,Manhattan,Manhattan 20,1939,116,668,828
 New York,39,Manhattan,Manhattan 39,2659,198,2171,230
 New York,1,Manhattan,Manhattan 1,0,0,0,0
 New York,191,Manhattan,Manhattan 191,4579,180,3803,482
 New York,197.01,Manhattan,Manhattan 197.01,329,11,259,19
 New York,223.01,Manhattan,Manhattan 223.01,2448,195,1647,521
 New York,206,Manhattan,Manhattan 206,1574,120,944,431
 New York,218,Manhattan,Manhattan 218,2974,151,1961,714
 New York,220,Manhattan,Manhattan 220,2531,92,1918,368
 New York,233,Manhattan,Manhattan 233,2521,117,1975,337
 New York,234,Manhattan,Manhattan 234,2312,150,1414,533
 New York,247,Manhattan,Manhattan 247,2636,275,1822,468
 New York,249,Manhattan,Manhattan 249,443,41,283,96
 New York,261,Manhattan,Manhattan 261,3814,409,2143,1057
 New York,263,Manhattan,Manhattan 263,3053,369,2038,601
 New York,275,Manhattan,Manhattan 275,1520,85,1268,111
 New York,285,Manhattan,Manhattan 285,2704,239,2022,338
 New York,59,Manhattan,Manhattan 59,2812,114,2443,183
 New York,67,Manhattan,Manhattan 67,3427,255,2833,247
 New York,69,Manhattan,Manhattan 69,1176,68,1019,38
 New York,70,Manhattan,Manhattan 70,4580,104,4036,395
 New York,73,Manhattan,Manhattan 73,3727,182,3359,79
 New York,76,Manhattan,Manhattan 76,1083,26,945,84
 New York,81,Manhattan,Manhattan 81,4581,156,3938,261
 New York,91,Manhattan,Manhattan 91,3764,123,3269,135
 New York,93,Manhattan,Manhattan 93,5217,343,4123,621
 New York,177,Manhattan,Manhattan 177,4682,176,3817,464
 New York,156.01,Manhattan,Manhattan 156.01,2640,151,2143,176
 New York,160.01,Manhattan,Manhattan 160.01,1671,89,1528,7
 New York,162,Manhattan,Manhattan 162,4123,529,2193,1266
 New York,186,Manhattan,Manhattan 186,2134,162,1289,566
 New York,200,Manhattan,Manhattan 200,1319,34,1008,172
 New York,201.02,Manhattan,Manhattan 201.02,1774,83,1380,279
 New York,214,Manhattan,Manhattan 214,1977,75,1518,354
 New York,221.02,Manhattan,Manhattan 221.02,1180,56,901,115
 New York,228,Manhattan,Manhattan 228,2646,235,1739,431
 New York,229,Manhattan,Manhattan 229,3169,192,2186,725
 New York,235.02,Manhattan,Manhattan 235.02,863,102,495,175
 New York,41,Manhattan,Manhattan 41,3413,245,2139,933
 New York,226,Manhattan,Manhattan 226,2103,145,1350,504
 New York,265,Manhattan,Manhattan 265,2786,98,2159,458
 New York,38,Manhattan,Manhattan 38,4864,219,3276,649
 New York,58,Manhattan,Manhattan 58,2125,129,1769,84
 New York,88,Manhattan,Manhattan 88,4373,171,3897,218
 New York,120,Manhattan,Manhattan 120,1653,121,1382,84
 New York,155,Manhattan,Manhattan 155,5831,404,5035,232
 New York,166,Manhattan,Manhattan 166,2904,317,1848,637
 New York,167,Manhattan,Manhattan 167,3121,130,2748,95
 New York,253,Manhattan,Manhattan 253,3901,325,2622,788
 New York,181,Manhattan,Manhattan 181,4461,458,3376,496
 New York,209.01,Manhattan,Manhattan 209.01,1530,147,674,647
 New York,223.02,Manhattan,Manhattan 223.02,1526,121,1036,319
 New York,240,Manhattan,Manhattan 240,0,0,0,0
 New York,12,Manhattan,Manhattan 12,1883,88,1003,563
 New York,14.01,Manhattan,Manhattan 14.01,1595,68,1152,227
 New York,15.01,Manhattan,Manhattan 15.01,3662,64,2948,520
 New York,43,Manhattan,Manhattan 43,2089,56,1708,256
 New York,49,Manhattan,Manhattan 49,2576,64,2266,172
 New York,52,Manhattan,Manhattan 52,1423,98,1188,91
 New York,33,Manhattan,Manhattan 33,2489,92,2316,31
 New York,36.02,Manhattan,Manhattan 36.02,1371,116,1006,117
 New York,48,Manhattan,Manhattan 48,2994,164,2537,194
 New York,55.01,Manhattan,Manhattan 55.01,2037,60,1819,85
 New York,60,Manhattan,Manhattan 60,2408,69,1977,319
 New York,61,Manhattan,Manhattan 61,2174,133,1816,126
 New York,72,Manhattan,Manhattan 72,4196,318,3487,294
 New York,74,Manhattan,Manhattan 74,2318,96,1973,198
 New York,2.01,Manhattan,Manhattan 2.01,1071,53,434,452
 New York,2.02,Manhattan,Manhattan 2.02,3435,96,1844,1230
 New York,15.02,Manhattan,Manhattan 15.02,3259,77,2993,82
 New York,22.02,Manhattan,Manhattan 22.02,1131,91,481,188
 New York,27,Manhattan,Manhattan 27,613,34,357,215
 New York,47,Manhattan,Manhattan 47,1272,75,1077,63
 New York,50,Manhattan,Manhattan 50,2917,131,2617,139
 New York,95,Manhattan,Manhattan 95,1196,40,1107,24
 New York,26.01,Manhattan,Manhattan 26.01,1539,116,780,364
 New York,26.02,Manhattan,Manhattan 26.02,2079,156,1331,345
 New York,269,Manhattan,Manhattan 269,2772,280,1837,588
 New York,281,Manhattan,Manhattan 281,1435,88,1212,110
 New York,283,Manhattan,Manhattan 283,3224,338,2181,532
 New York,291,Manhattan,Manhattan 291,4102,542,2664,707
 New York,295,Manhattan,Manhattan 295,3398,290,2684,350
 New York,255,Manhattan,Manhattan 255,2211,89,1427,480
 New York,222,Manhattan,Manhattan 222,1455,123,901,338
 New York,16,Manhattan,Manhattan 16,3023,114,1904,862
 New York,21,Manhattan,Manhattan 21,2647,116,2407,76
 New York,28,Manhattan,Manhattan 28,3346,169,1634,765
 New York,13,Manhattan,Manhattan 13,2534,37,2358,0
 New York,14.02,Manhattan,Manhattan 14.02,1409,88,697,465
 New York,22.01,Manhattan,Manhattan 22.01,3064,196,1350,868
 New York,30.01,Manhattan,Manhattan 30.01,2274,90,1400,247
 New York,31,Manhattan,Manhattan 31,734,22,602,73
 New York,34,Manhattan,Manhattan 34,3635,316,2630,164
 New York,42,Manhattan,Manhattan 42,1552,48,1261,199
 New York,303,Manhattan,Manhattan 303,1817,124,1497,176
 New York,57,Manhattan,Manhattan 57,1561,68,1385,49
 New York,87,Manhattan,Manhattan 87,4129,253,3565,295
 New York,271,Manhattan,Manhattan 271,3004,219,2276,434
 New York,307,Manhattan,Manhattan 307,1859,129,1211,305
 New York,10.02,Manhattan,Manhattan 10.02,2473,58,732,1102
 New York,18,Manhattan,Manhattan 18,3105,49,1748,1130
 New York,211,Manhattan,Manhattan 211,4127,73,2990,700
 New York,216,Manhattan,Manhattan 216,3543,375,2367,543
 New York,219,Manhattan,Manhattan 219,2186,214,1155,754
 New York,237,Manhattan,Manhattan 237,2752,111,2085,453
 New York,251,Manhattan,Manhattan 251,796,55,433,269
 New York,267,Manhattan,Manhattan 267,549,27,444,37
 New York,172,Manhattan,Manhattan 172,2223,282,1356,494
 New York,213.03,Manhattan,Manhattan 213.03,2334,147,1631,485
 New York,215,Manhattan,Manhattan 215,1661,96,1168,337
 New York,217.03,Manhattan,Manhattan 217.03,4,0,4,0
 New York,227,Manhattan,Manhattan 227,2257,111,1579,473
 New York,231,Manhattan,Manhattan 231,2660,246,1970,375
 New York,238.01,Manhattan,Manhattan 238.01,3944,119,3342,300
 New York,238.02,Manhattan,Manhattan 238.02,804,36,617,66
 New York,242,Manhattan,Manhattan 242,1811,181,966,618
 New York,257,Manhattan,Manhattan 257,1864,59,1509,177
 New York,259,Manhattan,Manhattan 259,1749,171,1351,153
 New York,299,Manhattan,Manhattan 299,1578,176,879,415
 New York,317.03,Manhattan,Manhattan 317.03,2231,11,2124,0
 New York,317.04,Manhattan,Manhattan 317.04,4820,285,4322,78
 New York,98,Manhattan,Manhattan 98,4222,207,3728,235
 New York,208,Manhattan,Manhattan 208,2271,373,1408,382
 New York,174.02,Manhattan,Manhattan 174.02,979,101,549,273
 New York,187,Manhattan,Manhattan 187,3941,145,3313,318
 New York,189,Manhattan,Manhattan 189,4759,200,2994,1118
 New York,210,Manhattan,Manhattan 210,3161,130,1992,784
 New York,225,Manhattan,Manhattan 225,3608,222,2712,561
 New York,243.01,Manhattan,Manhattan 243.01,1497,164,1013,274
 New York,243.02,Manhattan,Manhattan 243.02,2701,198,1499,760
 New York,273,Manhattan,Manhattan 273,3141,207,2628,272
 New York,287,Manhattan,Manhattan 287,1582,177,1097,234
 New York,309,Manhattan,Manhattan 309,3876,478,2381,734
 New York,311,Manhattan,Manhattan 311,0,0,0,0
 New York,40,Manhattan,Manhattan 40,3932,222,3159,263
 New York,114.02,Manhattan,Manhattan 114.02,1039,44,867,83
 New York,277,Manhattan,Manhattan 277,2120,344,1047,531
 New York,319,Manhattan,Manhattan 319,0,0,0,0
 New York,111,Manhattan,Manhattan 111,2746,126,2293,252
 New York,140,Manhattan,Manhattan 140,3971,202,3426,217
 New York,151,Manhattan,Manhattan 151,4555,370,3000,932
 New York,156.02,Manhattan,Manhattan 156.02,1055,32,860,146
 New York,168,Manhattan,Manhattan 168,1843,130,1262,425
 New York,173,Manhattan,Manhattan 173,4519,217,3551,585
 New York,175,Manhattan,Manhattan 175,4913,417,3941,295
 New York,5,Manhattan,Manhattan 5,0,0,0,0
 New York,30.02,Manhattan,Manhattan 30.02,1671,83,856,422
 New York,63,Manhattan,Manhattan 63,3533,210,3030,109
