"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US36047028700","Census Tract 287, Kings County, New York","1180","86","750","118","0","11","750","118","484","106","69","57","681","123","266","93","0","11","0","11","0","11","61","52","369","112"
"1400000US36047028800","Census Tract 288, Kings County, New York","1177","75","923","97","0","11","923","97","381","103","59","34","858","102","516","96","23","34","0","11","0","11","21","28","233","87"
"1400000US36047028900","Census Tract 289, Kings County, New York","1337","97","850","116","0","11","850","116","710","122","229","116","600","136","130","69","35","44","0","11","0","11","42","42","445","103"
"1400000US36047029000","Census Tract 290, Kings County, New York","1580","47","1120","112","39","45","1081","108","546","125","42","37","1015","113","518","118","54","40","0","11","0","11","51","41","409","103"
"1400000US36047029100","Census Tract 291, Kings County, New York","1111","120","854","140","18","29","836","144","628","138","235","113","601","133","208","81","0","11","0","11","0","11","13","21","244","99"
"1400000US36047029200","Census Tract 292, Kings County, New York","950","60","778","73","0","11","778","73","423","82","39","31","717","77","333","75","38","28","6","9","0","11","26","20","146","56"
"1400000US36047029300","Census Tract 293, Kings County, New York","1349","101","880","140","0","11","880","140","630","123","230","104","597","149","241","105","62","62","0","11","0","11","65","41","404","108"
"1400000US36047029400","Census Tract 294, Kings County, New York","620","41","451","61","7","10","444","61","236","54","6","9","438","61","195","62","0","11","0","11","0","11","49","40","120","51"
"1400000US36047029500","Census Tract 295, Kings County, New York","1622","127","1257","120","0","11","1257","120","760","144","84","52","1130","135","497","116","116","68","0","11","0","11","76","59","289","120"
"1400000US36047029600","Census Tract 296, Kings County, New York","2013","120","1623","171","14","26","1609","175","857","174","94","88","1478","189","752","183","68","56","0","16","0","16","78","61","312","117"
"1400000US36047029700","Census Tract 297, Kings County, New York","1632","116","1215","139","11","17","1204","138","706","139","60","49","1096","145","487","142","160","79","0","11","0","11","74","54","343","131"
"1400000US36047029800","Census Tract 298, Kings County, New York","1326","100","1012","119","0","11","1012","119","597","121","51","46","948","126","408","103","7","11","0","11","0","11","33","29","281","103"
"1400000US36047029900","Census Tract 299, Kings County, New York","915","61","578","83","0","11","578","83","333","80","34","28","544","81","245","78","69","48","0","11","0","11","35","30","302","66"
"1400000US36047030000","Census Tract 300, Kings County, New York","1312","85","1039","99","8","13","1031","98","615","98","28","27","995","101","416","104","76","45","0","11","0","11","8","12","265","79"
"1400000US36047030100","Census Tract 301, Kings County, New York","1035","104","559","128","0","11","559","128","376","123","11","18","532","129","183","86","27","29","0","11","0","11","43","56","433","139"
"1400000US36047030200","Census Tract 302, Kings County, New York","1553","77","1265","95","0","11","1265","95","594","116","99","58","1109","114","587","128","91","70","49","57","0","11","62","39","226","94"
"1400000US36047030300","Census Tract 303, Kings County, New York","1768","98","1108","148","0","16","1108","148","539","129","89","67","989","143","514","134","110","75","0","16","0","16","56","49","604","160"
"1400000US36047030400","Census Tract 304, Kings County, New York","1572","91","1199","119","6","11","1193","118","720","133","120","67","1056","113","407","108","66","44","10","14","0","11","26","32","347","91"
"1400000US36047030500","Census Tract 305, Kings County, New York","2813","127","2268","161","0","16","2268","161","1171","188","189","109","2000","179","1037","189","107","79","45","54","0","16","35","38","510","146"
"1400000US36047030600","Census Tract 306, Kings County, New York","626","52","474","64","0","11","474","64","227","53","31","21","437","64","241","53","10","14","6","11","0","11","14","12","138","41"
"1400000US36047030700","Census Tract 307, Kings County, New York","2199","113","1274","225","0","11","1274","225","647","228","273","172","895","165","513","150","36","45","0","11","106","132","128","124","797","181"
"1400000US36047030800","Census Tract 308, Kings County, New York","746","60","553","77","0","11","553","77","184","60","9","12","530","79","369","76","21","25","0","11","0","11","11","18","182","63"
"1400000US36047030900","Census Tract 309, Kings County, New York","752","38","525","69","5","8","520","69","274","75","53","39","454","72","225","70","17","22","13","20","0","11","34","32","193","61"
"1400000US36047031100","Census Tract 311, Kings County, New York","1157","93","739","136","0","11","739","136","303","114","26","33","706","131","436","109","56","49","0","11","0","11","64","66","354","108"
"1400000US36047031300","Census Tract 313, Kings County, New York","2280","147","1679","200","0","11","1679","200","919","209","271","136","1343","194","760","186","15","24","0","11","0","11","61","78","540","157"
"1400000US36047031400","Census Tract 314, Kings County, New York","2032","81","1423","161","0","16","1423","161","740","179","87","56","1309","162","675","155","49","48","8","13","0","16","38","40","571","155"
"1400000US36047031500","Census Tract 315, Kings County, New York","2347","187","1794","221","22","37","1772","221","991","214","50","56","1722","217","781","208","16","26","0","11","0","11","51","53","502","196"
"1400000US36047031701","Census Tract 317.01, Kings County, New York","1345","140","1006","139","0","11","1006","139","406","109","33","27","945","146","556","152","35","39","28","38","0","11","22","24","317","102"
"1400000US36047031702","Census Tract 317.02, Kings County, New York","1430","84","1212","104","0","11","1212","104","630","112","65","47","1108","121","537","114","49","39","0","11","0","11","28","35","190","71"
"1400000US36047031900","Census Tract 319, Kings County, New York","1373","90","993","138","40","37","953","136","482","128","20","22","923","133","441","141","57","41","0","11","0","11","42","42","338","106"
"1400000US36047032100","Census Tract 321, Kings County, New York","2108","104","1590","162","28","45","1562","157","860","159","88","77","1435","149","658","138","72","70","28","44","0","16","82","73","436","122"
"1400000US36047032300","Census Tract 323, Kings County, New York","1446","74","1182","111","0","11","1182","111","590","109","57","43","1100","121","554","104","35","31","12","17","13","20","12","19","252","90"
"1400000US36047032500","Census Tract 325, Kings County, New York","2570","156","1768","219","39","46","1729","215","923","219","116","97","1493","207","783","225","120","111","13","20","0","16","153","92","649","192"
"1400000US36047032600","Census Tract 326, Kings County, New York","2323","139","1596","225","14","24","1582","222","796","172","244","152","1273","247","776","223","35","35","0","16","0","16","49","59","678","193"
"1400000US36047032700","Census Tract 327, Kings County, New York","1276","87","859","119","0","11","859","119","479","115","31","29","817","115","357","112","58","41","11","18","0","11","91","68","326","117"
"1400000US36047032800","Census Tract 328, Kings County, New York","911","94","636","99","11","17","625","101","309","81","11","17","589","101","305","99","17","21","0","11","0","11","7","11","268","109"
"1400000US36047032900","Census Tract 329, Kings County, New York","2322","123","1643","250","0","16","1643","250","1093","244","67","92","1498","254","550","186","39","45","0","16","0","16","104","86","575","199"
"1400000US36047033000","Census Tract 330, Kings County, New York","1795","76","1338","152","0","11","1338","152","686","121","84","56","1235","154","610","130","45","47","0","11","0","11","27","33","430","147"
"1400000US36047033100","Census Tract 331, Kings County, New York","1510","76","1205","114","0","11","1205","114","536","136","29","26","1176","114","656","148","30","42","0","11","0","11","48","35","257","99"
"1400000US36047033300","Census Tract 333, Kings County, New York","1310","86","962","120","34","33","928","121","535","107","56","60","872","121","393","115","8","14","0","11","0","11","73","56","275","89"
"1400000US36047033500","Census Tract 335, Kings County, New York","813","56","684","69","5","7","679","68","363","71","69","38","589","80","310","75","5","7","0","11","6","9","9","12","120","56"
"1400000US36047033600","Census Tract 336, Kings County, New York","1452","143","1155","155","12","19","1143","154","810","150","75","59","1051","162","321","98","59","38","0","11","0","11","81","54","216","78"
"1400000US36047033700","Census Tract 337, Kings County, New York","1311","107","1065","143","0","11","1065","143","634","129","19","25","1029","146","406","158","24","29","6","10","0","11","27","33","219","114"
"1400000US36047033900","Census Tract 339, Kings County, New York","1933","88","1191","170","0","11","1191","170","691","141","163","72","1006","160","460","140","19","21","0","11","22","28","54","43","688","129"
"1400000US36047034000","Census Tract 340, Kings County, New York","652","39","410","60","8","11","402","57","164","53","12","11","368","59","215","56","27","18","6","9","0","11","26","22","216","46"
"1400000US36047034100","Census Tract 341, Kings County, New York","1071","68","751","98","12","17","739","96","475","88","39","26","689","92","246","75","38","33","0","11","0","11","10","16","310","95"
"1400000US36047034200","Census Tract 342, Kings County, New York","2827","145","1576","224","26","20","1550","230","860","202","115","85","1389","202","677","174","21","35","0","16","0","16","26","30","1225","186"
"1400000US36047034300","Census Tract 343, Kings County, New York","2023","102","1381","139","0","16","1381","139","800","151","107","58","1258","153","551","133","54","35","0","16","0","16","12","18","630","130"
"1400000US36047034500","Census Tract 345, Kings County, New York","1112","88","891","113","0","11","891","113","456","117","83","61","808","118","410","129","9","14","0","11","0","11","42","40","179","75"
"1400000US36047034700","Census Tract 347, Kings County, New York","1586","106","1118","149","0","11","1118","149","558","158","129","76","967","160","548","143","20","23","0","11","12","18","33","49","435","121"
"1400000US36047034800","Census Tract 348, Kings County, New York","783","66","680","74","0","11","680","74","513","88","95","56","585","72","153","60","0","11","0","11","0","11","5","8","98","52"
"1400000US36047034900","Census Tract 349, Kings County, New York","2184","78","1625","137","0","16","1625","137","932","166","134","71","1472","143","693","156","26","29","0","16","0","16","95","58","464","117"
"1400000US36047035000","Census Tract 350, Kings County, New York","1505","43","1051","98","0","11","1051","98","633","113","89","58","931","103","407","98","25","27","0","11","0","11","65","42","389","98"
"1400000US36047035100","Census Tract 351, Kings County, New York","1652","112","1137","151","0","11","1137","151","628","161","53","46","1047","156","501","171","75","64","0","11","0","11","46","47","469","130"
"1400000US36047035200","Census Tract 352, Kings County, New York","493","40","169","46","0","11","169","46","64","33","4","6","160","45","100","45","10","11","5","9","0","11","0","11","324","49"
"1400000US36047035300","Census Tract 353, Kings County, New York","2018","75","1495","117","0","16","1495","117","794","146","94","59","1313","172","652","139","47","41","0","16","49","64","14","22","509","122"
"1400000US36047035400","Census Tract 354, Kings County, New York","2702","141","2000","209","0","16","2000","209","1102","208","114","69","1850","204","876","212","36","41","0","16","0","16","89","56","613","182"
"1400000US36047035500","Census Tract 355, Kings County, New York","2031","97","1265","135","0","16","1265","135","675","163","93","58","1122","132","548","140","22","32","14","26","0","16","141","77","625","135"
"1400000US36047035601","Census Tract 356.01, Kings County, New York","1460","58","1050","107","29","38","1021","109","590","119","78","55","923","129","405","117","0","11","0","11","0","11","7","10","403","97"
"1400000US36047035602","Census Tract 356.02, Kings County, New York","2734","130","1562","223","14","23","1548","221","1046","216","106","57","1400","219","465","150","83","73","0","16","13","20","123","87","1049","194"
"1400000US36047035700","Census Tract 357, Kings County, New York","972","49","598","81","7","10","591","81","359","83","44","31","495","86","219","67","35","31","0","11","0","11","20","23","354","75"
"1400000US36047035900","Census Tract 359, Kings County, New York","2184","139","1217","231","0","16","1217","231","617","214","96","83","1121","228","557","190","205","136","0","16","0","16","125","122","842","237"
"1400000US36047036001","Census Tract 360.01, Kings County, New York","1661","98","996","128","0","11","996","128","446","116","19","24","953","127","529","111","30","26","0","11","0","11","46","33","619","127"
"1400000US36047036002","Census Tract 360.02, Kings County, New York","2119","108","1173","205","12","19","1161","203","444","198","50","72","1073","209","605","181","38","36","25","28","0","11","141","118","805","214"
"1400000US36047036100","Census Tract 361, Kings County, New York","1126","55","593","112","0","11","593","112","321","85","59","51","534","110","272","89","59","55","0","11","0","11","20","21","513","115"
"1400000US36047036200","Census Tract 362, Kings County, New York","1234","136","951","151","23","27","928","155","503","131","54","42","835","140","370","117","63","48","39","43","0","11","34","38","249","91"
"1400000US36047036300","Census Tract 363, Kings County, New York","1695","105","1204","135","30","27","1174","137","600","132","40","30","1065","150","502","135","187","96","34","44","0","11","46","43","445","110"
"1400000US36047036400","Census Tract 364, Kings County, New York","883","66","610","79","4","6","606","80","366","69","63","37","539","71","240","53","26","17","0","11","0","11","22","18","251","66"
"1400000US36047036501","Census Tract 365.01, Kings County, New York","1230","84","893","128","0","11","893","128","433","125","11","13","861","133","398","126","131","84","14","23","0","11","25","24","312","126"
"1400000US36047036502","Census Tract 365.02, Kings County, New York","445","52","301","57","0","11","301","57","152","51","17","18","270","52","149","53","43","36","0","11","0","11","11","15","133","39"
"1400000US36047036600","Census Tract 366, Kings County, New York","1463","74","1027","111","0","16","1027","111","549","112","68","47","959","118","420","106","8","12","0","16","0","16","42","38","394","99"
"1400000US36047036700","Census Tract 367, Kings County, New York","503","39","265","74","0","11","265","74","116","44","13","15","252","71","149","70","11","17","0","11","0","11","14","23","224","74"
"1400000US36047036900","Census Tract 369, Kings County, New York","1991","105","1284","152","0","16","1284","152","741","158","66","42","1180","157","501","168","148","79","15","23","0","16","87","63","620","145"
"1400000US36047037000","Census Tract 370, Kings County, New York","1587","107","1236","131","9","15","1227","131","690","122","47","36","1160","134","491","117","59","37","0","11","0","11","8","13","343","116"
"1400000US36047037100","Census Tract 371, Kings County, New York","1586","110","1113","140","9","14","1104","141","675","149","117","78","977","137","402","116","114","78","0","11","0","11","49","57","424","132"
"1400000US36047037300","Census Tract 373, Kings County, New York","1625","92","986","133","0","11","986","133","492","102","98","59","866","124","483","124","38","50","0","11","0","11","32","41","607","124"
"1400000US36047037401","Census Tract 374.01, Kings County, New York","1860","102","1470","140","15","18","1455","137","746","117","96","65","1351","131","509","102","62","34","0","11","0","11","7","12","383","101"
"1400000US36047037402","Census Tract 374.02, Kings County, New York","2071","147","1521","229","0","11","1521","229","848","219","179","131","1328","245","550","150","50","51","0","11","0","11","90","92","460","146"
"1400000US36047037500","Census Tract 375, Kings County, New York","1142","109","836","147","0","11","836","147","493","138","136","69","697","142","322","116","43","43","0","11","0","11","78","72","228","109"
"1400000US36047037700","Census Tract 377, Kings County, New York","1603","111","1151","148","9","14","1142","147","682","129","59","47","1015","135","385","102","194","91","51","56","0","11","0","11","452","120"
"1400000US36047037900","Census Tract 379, Kings County, New York","1477","104","1095","144","13","20","1082","144","521","122","71","48","989","144","539","118","109","71","10","15","12","18","33","39","349","120"
"1400000US36047038100","Census Tract 381, Kings County, New York","2062","94","1311","180","9","13","1302","181","697","145","91","64","1193","165","554","145","148","82","18","25","0","16","86","65","665","159"
"1400000US36047038200","Census Tract 382, Kings County, New York","2134","118","1486","184","0","16","1486","184","641","188","190","104","1296","188","683","201","18","30","0","16","0","16","62","46","586","157"
"1400000US36047038300","Census Tract 383, Kings County, New York","1654","105","1191","122","0","11","1191","122","631","130","84","62","1063","115","500","124","191","75","23","37","0","11","36","34","427","105"
"1400000US36047038500","Census Tract 385, Kings County, New York","1273","124","940","113","0","11","940","113","577","113","190","103","726","129","327","126","55","34","14","24","0","11","25","28","308","114"
"1400000US36047038600","Census Tract 386, Kings County, New York","1118","89","874","110","23","37","851","113","515","117","58","39","793","116","287","89","8","12","0","11","0","11","77","64","167","90"
"1400000US36047038700","Census Tract 387, Kings County, New York","1447","119","1020","132","0","11","1020","132","775","128","256","106","743","143","222","98","69","65","12","19","0","11","61","56","366","118"
"1400000US36047038800","Census Tract 388, Kings County, New York","1442","84","1224","97","3","10","1221","99","666","148","105","67","1116","99","456","126","45","47","0","11","0","11","58","59","160","56"
"1400000US36047038900","Census Tract 389, Kings County, New York","1109","84","850","114","0","11","850","114","478","121","44","38","780","112","339","107","70","56","10","16","0","11","64","50","195","88"
"1400000US36047039000","Census Tract 390, Kings County, New York","746","64","632","66","4","6","628","66","271","65","27","21","601","70","313","77","19","16","0","11","0","11","22","25","92","36"
"1400000US36047039100","Census Tract 391, Kings County, New York","1137","80","861","127","0","11","861","127","395","113","78","69","774","132","445","124","22","22","0","11","0","11","42","40","234","107"
"1400000US36047039200","Census Tract 392, Kings County, New York","999","87","859","104","11","18","848","105","533","116","132","61","716","114","305","99","20","22","0","11","0","11","0","11","140","74"
"1400000US36047039300","Census Tract 393, Kings County, New York","1341","89","910","126","16","26","894","129","672","135","221","103","636","110","213","88","29","27","0","11","9","16","40","38","391","109"
"1400000US36047039400","Census Tract 394, Kings County, New York","703","57","490","64","0","11","490","64","279","60","48","35","435","64","183","51","12","13","0","11","0","11","15","14","198","53"
"1400000US36047039500","Census Tract 395, Kings County, New York","1262","105","814","160","0","11","814","160","621","144","187","98","577","127","175","68","39","44","0","11","0","11","57","52","391","151"
"1400000US36047039600","Census Tract 396, Kings County, New York","700","75","564","100","0","11","564","100","263","81","20","17","544","101","246","98","48","37","0","11","0","11","26","28","110","58"
"1400000US36047039700","Census Tract 397, Kings County, New York","1291","120","850","136","11","17","839","136","588","126","153","84","648","124","233","85","37","35","0","11","0","11","64","50","377","129"
"1400000US36047039800","Census Tract 398, Kings County, New York","858","66","670","75","0","11","670","75","420","80","64","46","586","75","207","68","44","24","0","11","0","11","24","19","164","55"
"1400000US36047039900","Census Tract 399, Kings County, New York","1417","71","973","119","0","11","973","119","745","121","348","118","552","125","204","76","57","35","16","23","0","11","38","40","406","118"
"1400000US36047040000","Census Tract 400, Kings County, New York","1085","75","861","109","9","16","852","113","418","90","50","33","787","110","404","95","24","26","8","12","0","11","0","11","224","84"
"1400000US36047040100","Census Tract 401, Kings County, New York","1164","105","865","119","0","11","865","119","585","116","83","66","757","114","245","88","43","30","0","11","0","11","32","37","267","93"
"1400000US36047040200","Census Tract 402, Kings County, New York","948","52","702","80","5","7","697","80","435","69","33","31","654","77","228","72","17","16","5","7","0","11","41","34","205","66"
"1400000US36047040300","Census Tract 403, Kings County, New York","1315","111","876","141","0","11","876","141","501","134","68","50","791","137","325","120","76","67","9","15","0","11","92","64","347","121"
"1400000US36047040400","Census Tract 404, Kings County, New York","831","57","608","74","0","11","608","74","335","73","52","31","530","68","250","55","21","20","0","11","0","11","26","26","197","56"
"1400000US36047040500","Census Tract 405, Kings County, New York","600","42","485","66","3","9","482","64","268","91","66","57","388","75","186","69","58","47","8","12","20","27","15","19","100","56"
"1400000US36047040600","Census Tract 406, Kings County, New York","1157","92","976","124","0","11","976","124","534","118","84","67","892","121","361","102","0","11","0","11","0","11","46","47","135","73"
"1400000US36047040700","Census Tract 407, Kings County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36047040800","Census Tract 408, Kings County, New York","1031","94","815","130","7","12","808","131","376","117","7","11","761","131","374","115","8","12","0","11","23","37","23","27","193","89"
"1400000US36047040900","Census Tract 409, Kings County, New York","1291","83","913","140","17","27","896","143","561","146","228","105","668","137","305","117","50","41","0","11","0","11","45","43","333","121"
"1400000US36047041000","Census Tract 410, Kings County, New York","717","58","612","68","0","11","612","68","251","68","9","10","603","68","312","64","0","11","0","11","0","11","20","15","85","44"
"1400000US36047041100","Census Tract 411, Kings County, New York","1109","91","727","124","18","26","709","130","491","125","131","85","551","142","218","92","0","11","0","11","0","11","15","26","367","112"
"1400000US36047041200","Census Tract 412, Kings County, New York","997","95","841","103","20","32","821","101","464","105","23","38","790","98","324","98","49","30","0","11","0","11","9","15","147","64"
"1400000US36047041300","Census Tract 413, Kings County, New York","1350","82","975","117","0","11","975","117","497","106","264","98","692","148","459","115","61","51","10","16","0","11","0","11","375","100"
"1400000US36047041401","Census Tract 414.01, Kings County, New York","519","40","476","49","4","7","472","50","324","61","25","26","440","56","136","51","11","15","0","11","0","11","4","6","39","33"
"1400000US36047041402","Census Tract 414.02, Kings County, New York","680","45","545","61","0","11","545","61","328","81","56","39","473","58","143","47","31","25","16","26","0","11","0","11","135","47"
"1400000US36047041500","Census Tract 415, Kings County, New York","1285","91","1077","119","0","11","1077","119","772","110","285","99","740","140","286","106","78","48","9","15","0","11","24","32","184","91"
"1400000US36047041600","Census Tract 416, Kings County, New York","693","62","482","71","0","11","482","71","257","67","60","41","422","73","184","61","35","24","0","11","0","11","26","25","185","47"
"1400000US36047041700","Census Tract 417, Kings County, New York","1288","94","848","119","21","33","827","120","638","105","263","104","557","126","181","71","40","34","0","11","0","11","76","50","364","107"
"1400000US36047041800","Census Tract 418, Kings County, New York","801","60","530","66","0","11","530","66","245","71","50","36","458","61","206","58","14","15","8","12","14","22","6","8","265","60"
"1400000US36047041900","Census Tract 419, Kings County, New York","1239","97","877","121","9","15","868","121","534","124","186","94","607","118","249","107","56","53","29","45","0","11","39","34","323","108"
"1400000US36047042000","Census Tract 420, Kings County, New York","516","36","344","52","0","11","344","52","231","46","35","26","303","52","113","38","24","23","0","11","0","11","22","23","150","50"
"1400000US36047042100","Census Tract 421, Kings County, New York","1372","76","962","114","0","11","962","114","627","103","232","90","685","128","313","97","36","41","22","36","0","11","35","34","375","112"
"1400000US36047042200","Census Tract 422, Kings County, New York","1041","98","926","109","0","11","926","109","602","103","117","67","756","122","264","85","57","51","18","29","0","11","8","12","107","62"
"1400000US36047042300","Census Tract 423, Kings County, New York","1350","74","999","105","0","11","999","105","683","127","172","86","801","105","297","112","26","31","19","28","0","11","67","43","284","111"
"1400000US36047042400","Census Tract 424, Kings County, New York","1297","95","979","127","0","11","979","127","616","138","84","61","895","125","229","93","12","17","0","11","0","11","0","11","318","107"
"1400000US36047042500","Census Tract 425, Kings County, New York","1078","60","918","75","0","11","918","75","579","103","166","87","720","101","317","98","39","38","0","11","0","11","27","30","133","57"
"1400000US36047042600","Census Tract 426, Kings County, New York","1471","82","1235","102","0","11","1235","102","661","121","98","58","1125","117","466","124","7","13","0","11","12","20","20","16","216","76"
"1400000US36047042700","Census Tract 427, Kings County, New York","1794","79","1419","120","0","16","1419","120","822","148","286","123","1084","133","536","129","88","60","33","42","0","16","67","57","308","93"
"1400000US36047042800","Census Tract 428, Kings County, New York","1484","77","1094","127","41","32","1053","127","390","98","13","16","1021","129","593","116","36","36","19","30","0","11","57","52","333","114"
"1400000US36047042900","Census Tract 429, Kings County, New York","1731","116","1480","119","63","53","1417","127","946","148","403","122","977","136","442","125","48","41","8","13","21","34","32","28","219","91"
"1400000US36047043000","Census Tract 430, Kings County, New York","1272","91","893","133","0","11","893","133","639","128","139","86","718","130","227","85","53","33","8","11","0","11","38","43","341","112"
"1400000US36047043100","Census Tract 431, Kings County, New York","1694","89","1312","113","33","27","1279","118","866","144","215","107","1014","140","374","138","66","43","23","27","9","14","52","37","330","111"
"1400000US36047043200","Census Tract 432, Kings County, New York","1541","82","1144","131","0","11","1144","131","736","112","21","34","1018","141","370","90","65","44","23","22","0","11","16","18","381","103"
"1400000US36047043300","Census Tract 433, Kings County, New York","1414","84","846","127","29","33","817","132","492","119","224","93","565","112","307","101","78","47","11","18","0","11","56","47","512","122"
"1400000US36047043400","Census Tract 434, Kings County, New York","1216","90","935","101","0","11","935","101","525","117","97","54","819","109","410","89","12","20","0","11","0","11","36","40","245","76"
"1400000US36047043500","Census Tract 435, Kings County, New York","1479","81","1216","120","0","16","1216","120","805","124","275","103","892","142","369","100","101","95","21","34","0","16","8","12","255","100"
"1400000US36047043600","Census Tract 436, Kings County, New York","1563","91","1226","126","7","12","1219","126","752","148","77","50","1092","135","445","132","64","42","14","23","0","11","38","47","299","98"
"1400000US36047043700","Census Tract 437, Kings County, New York","1778","89","1203","132","21","33","1182","129","797","150","218","102","933","117","376","116","80","50","9","16","0","16","94","54","481","124"
"1400000US36047043800","Census Tract 438, Kings County, New York","928","43","692","62","3","4","689","61","416","63","67","34","613","66","268","56","40","26","0","11","0","11","67","37","169","48"
"1400000US36047043900","Census Tract 439, Kings County, New York","1292","75","837","114","36","52","801","116","547","129","202","95","578","137","205","96","77","58","0","11","0","11","47","45","408","122"
"1400000US36047044000","Census Tract 440, Kings County, New York","935","59","696","73","0","11","696","73","374","78","50","29","641","69","307","69","29","22","0","11","0","11","55","38","184","63"
"1400000US36047044100","Census Tract 441, Kings County, New York","1870","97","1355","149","42","47","1313","155","716","148","282","127","1031","170","564","131","18","20","0","16","0","16","46","41","469","121"
"1400000US36047044200","Census Tract 442, Kings County, New York","898","56","639","92","5","8","634","91","269","72","29","18","599","96","351","86","14","15","0","11","0","11","59","50","200","65"
"1400000US36047044300","Census Tract 443, Kings County, New York","1913","89","1521","135","28","42","1493","139","930","167","393","136","1065","166","551","154","22","25","12","19","0","11","98","68","294","113"
"1400000US36047044400","Census Tract 444, Kings County, New York","1228","83","730","125","0","11","730","125","372","128","114","81","588","128","330","112","38","39","16","27","12","19","32","36","466","118"
"1400000US36047044500","Census Tract 445, Kings County, New York","1659","58","1371","118","28","47","1343","108","810","136","193","94","1093","116","394","107","137","78","25","39","0","16","107","69","181","94"
"1400000US36047044600","Census Tract 446, Kings County, New York","657","48","496","67","0","11","496","67","312","64","17","18","466","63","171","56","28","19","0","11","0","11","40","31","121","45"
"1400000US36047044700","Census Tract 447, Kings County, New York","788","59","678","55","8","15","670","53","450","64","103","53","557","72","203","55","10","15","10","15","0","11","19","20","91","52"
"1400000US36047044800","Census Tract 448, Kings County, New York","681","56","498","67","10","11","488","66","195","47","27","18","456","70","278","65","20","25","0","11","0","11","16","14","167","58"
"1400000US36047044900","Census Tract 449, Kings County, New York","1126","71","872","99","19","31","853","101","395","116","110","80","717","125","458","128","14","22","0","11","0","11","7","12","247","84"
"1400000US36047045000","Census Tract 450, Kings County, New York","154","38","110","37","0","11","110","37","55","20","4","5","106","36","55","34","9","9","0","11","0","11","16","23","28","15"
"1400000US36047045200","Census Tract 452, Kings County, New York","865","60","642","81","0","11","642","81","304","62","70","36","567","82","327","83","17","17","0","11","0","11","72","47","151","60"
"1400000US36047045300","Census Tract 453, Kings County, New York","664","47","567","63","10","15","557","64","341","79","113","55","433","57","205","54","0","11","0","11","0","11","25","22","72","47"
"1400000US36047045400","Census Tract 454, Kings County, New York","582","40","408","66","0","11","408","66","234","62","32","31","376","66","174","52","21","26","0","11","0","11","7","10","167","58"
"1400000US36047045600","Census Tract 456, Kings County, New York","805","62","504","88","0","11","504","88","245","73","25","20","468","87","259","70","30","25","0","11","0","11","30","26","271","72"
"1400000US36047045800","Census Tract 458, Kings County, New York","531","37","408","69","5","7","403","70","191","60","19","21","384","65","206","64","23","23","0","11","0","11","29","35","94","47"
"1400000US36047046000","Census Tract 460, Kings County, New York","1230","74","1031","111","0","11","1031","111","482","95","32","25","953","113","507","109","24","23","10","15","0","11","36","27","163","72"
"1400000US36047046201","Census Tract 462.01, Kings County, New York","1050","80","530","106","0","11","530","106","265","75","38","32","492","99","265","92","0","11","0","11","0","11","93","60","427","87"
"1400000US36047046202","Census Tract 462.02, Kings County, New York","584","50","414","60","0","11","414","60","217","52","18","15","396","58","175","53","22","27","0","11","0","11","24","25","146","48"
